time,_SHOULDER_RIGHT_PITCH,_SHOULDER_LEFT_PITCH,_NECK_UNIQUE_ROLL,_NECK_UNIQUE_YAW,_NECK_UNIQUE_PITCH,_ARML_UPPER_ROLL,_ARML_UPPER_YAW,_ARML_MIDDLE_PITCH,_ARML_MIDDLE_YAW,_ARML_EDGE_ROLL,_ARMR_UPPER_ROLL,_ARMR_UPPER_YAW,_ARMR_MIDDLE_PITCH,_ARMR_MIDDLE_YAW,_ARMR_EDGE_ROLL,_HANDL_THUMB_PITCH,_HANDL_INDEX_PITCH,_HANDL_MIDDLE_PITCH,_HANDL_RING_PITCH,_HANDL_LITTLE_PITCH,_HANDR_THUMB_PITCH,_HANDR_INDEX_PITCH,_HANDR_MIDDLE_PITCH,_HANDR_RING_PITCH,_HANDR_LITTLE_PITCH,_HEADL_OPHRYON_VERT,_HEADL_EYELIDU_VERT,_HEADL_EYELIDD_VERT,_HEADL_FACER_TENSE,_HEADL_FACEL_TENSE,_HEADC_EYEBROWR_VERT,_HEADC_EYEBROWL_VERT,_HEADC_EYER_YAW,_HEADC_EYEL_YAW,_HEADC_EYES_PITCH,_HEADR_LIPUP_REACH,_HEADR_LIPDOWN_REACH,_HEADR_MOUTHR_OPEN,_HEADR_MOUTHL_OPEN,_HEADR_CHIN_ROLL,_HIP_UNIQUE_PITCH,_HIP_UNIQUE_ROLL,_HIP_UNIQUE_YAW,_WHEEL_UNIQUE_VERT,_WHEEL_UNIQUE_STEEL,_WHEEL_UNIQUE_SPEED,_WHEEL_UNIQUE_BREAK,_ADD,_ADD,_ADD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,0.18822786958189866,0.7774372460071292,0,0,0,-0.4906600197335522,-0.6299702496953881,2.522563729503815,-1.9574734658970536,0,0.10779025961199307,-0.15460849731791027,0.6440292711696991,-3.177763251765546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10987471718803969,-0.10003513275638132,-0.04552300439116563,0,0,0,0,0,0,0
0.5,0.18052729304437007,0.7911838960192452,0,0,0,-0.49469907096487775,-0.6455538329400659,2.4821699858006303,-1.9452692033254013,0,0.09447192833403184,-0.15406468151131358,0.6605643993843998,-3.1585206740033547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11922013187724488,-0.11445679847974777,-0.033436023753875554,0,0,0,0,0,0,0
0.75,0.16706352264604948,0.8016939142647967,0,0,0,-0.5007159321835695,-0.6553780673488836,2.4516053621698832,-1.9389510488318196,0,0.06733677486619372,-0.1530079400192117,0.7091412291983403,-3.1471912315479433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1276038352293702,-0.12520125781596048,-0.02470986878307002,0,0,0,0,0,0,0
1.0,0.16633176109574394,0.8177851273637309,0,0,0,-0.5005225116830214,-0.6770042939772423,2.3550030896741605,-1.9276056226929985,0,0.06445685402950341,-0.15344130900155983,0.7924924240364539,-3.1409721298228668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14182179307279216,-0.1414375118161999,-0.010468187197177237,0,0,0,0,0,0,0
1.25,0.16852242258253247,0.8401516203271281,0,0,0,-0.4961848952757286,-0.7092276790081273,2.229195838535792,-1.9159303486006323,0,0.06938619864544515,-0.1536988789976772,0.8830361452869493,-3.108170868929042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16386185522657296,-0.16353369418658925,0.01041184807785922,0,0,0,0,0,0,0
1.5,0.1653815400908745,0.845591005907945,0,0,0,-0.49318881186563024,-0.718142248137557,2.1581271522626104,-1.9095444920819786,0,0.05972729468339999,-0.15431160409604794,0.9677658772238574,-3.1145962283763424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17285773201835292,-0.17190607808406622,0.018203475071796094,0,0,0,0,0,0,0
1.75,0.16109359831877917,0.8508649667620279,0,0,0,-0.4885148885141062,-0.7277537075720928,2.0832582513280298,-1.9053184277594373,0,0.04609371437390397,-0.15441318713046948,1.040111822585437,-3.1044247150788986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18222427817195344,-0.18025000163078153,0.026897530361028377,0,0,0,0,0,0,0
2.0,0.1592506157794575,0.844593985048848,0,0,0,-0.4865729161686425,-0.720885967992817,2.062185510166739,-1.9061048128968852,0,0.033372695826730636,-0.15574351353875904,1.1306707734556851,-3.1379352128243947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17815861247159898,-0.1765455328338792,0.024045494614776786,0,0,0,0,0,0,0
2.25,0.15773265477276274,0.8272624890670113,0,0,0,-0.4872236780131445,-0.6981513728599071,2.0839292671160026,-1.9165456517776172,0,0.010531171542237816,-0.1573836142222702,1.2556803899713358,-3.2163698506513603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16212954140646324,-0.1617718595840978,0.010810873190464587,0,0,0,0,0,0,0
